Price,Close,High,Low,Open,Volume,Returns,SMA_20,SMA_50,Volatility,RSI,MACD,MACD_Signal
Ticker,TSLA,TSLA,TSLA,TSLA,TSLA,,,,,,,
Date,,,,,,,,,,,,
2022-09-12,304.4200134277344,305.489990234375,300.3999938964844,300.7200012207031,48674600,,,,,,0.0,0.0
2022-09-13,292.1300048828125,297.3999938964844,290.3999938964844,292.8999938964844,68229600,-0.04037188096320543,,,,,-0.2757373712000799,-0.15318742844448882
2022-09-14,302.6099853515625,306.0,291.6400146484375,292.239990234375,72628700,0.03587437200418364,,,,,-0.02636057389963753,-0.10120920936873008
2022-09-15,303.75,309.1199951171875,300.7200012207031,301.8299865722656,64795500,0.003767273730617582,,,,,0.12886670762213726,-0.023270213098111076
2022-09-16,303.3500061035156,303.7099914550781,295.6000061035156,299.6099853515625,87087800,-0.0013168523341049454,,,,,0.1945852442920568,0.04153686013789793
2022-09-19,309.07000732421875,309.8399963378906,297.79998779296875,300.0899963378906,60231200,0.018856110452001085,,,,,0.47502404299160617,0.15903598811238298
2022-09-20,308.7300109863281,313.3299865722656,305.5799865722656,306.9100036621094,61642800,-0.0011000625419275156,,,,,0.6312876457685661,0.278550284137356
2022-09-21,300.79998779296875,313.79998779296875,300.6300048828125,308.2900085449219,62555700,-0.025685948599634356,,,,,0.348766537144229,0.29542457015183804
2022-09-22,288.5899963378906,301.2900085449219,285.82000732421875,299.8599853515625,70545400,-0.040591728559117746,,,,,-0.45796277069194957,0.12138835684305191
2022-09-23,275.3299865722656,284.5,272.82000732421875,283.0899963378906,63748400,-0.04594757245188685,,,,,-1.7065864638170183,-0.28818411677751615
2022-09-26,276.010009765625,284.0899963378906,270.30999755859375,271.8299865722656,58076900,0.0024698479153155706,,,,,-2.548699661119599,-0.7827720014382458
2022-09-27,282.94000244140625,288.6700134277344,277.510009765625,283.8399963378906,61925200,0.02510775852537339,,,,,-2.750749152049366,-1.2054109596145968
2022-09-28,287.80999755859375,289.0,277.57000732421875,283.0799865722656,54664800,0.017212112374233923,,,,,-2.589007599540537,-1.4982280789773454
2022-09-29,268.2099914550781,283.6499938964844,265.7799987792969,282.760009765625,77620600,-0.06810050474193607,,,,31.111106865927113,-3.570257393670545,-1.931698157584863
2022-09-30,265.25,275.57000732421875,262.4700012207031,266.1499938964844,67726600,-0.011036096899372572,,,,30.17913050407266,-4.440364727281008,-2.451728409401456
2022-10-03,242.39999389648438,255.16000366210938,241.00999450683594,254.5,98363500,-0.08614516909902215,,,,27.265246717414882,-6.430631570484195,-3.2705570179707086
2022-10-04,249.44000244140625,257.5,242.00999450683594,250.52000427246094,109578500,0.029042940273044104,,,,24.903258779020916,-7.433016096646554,-4.122226730710568
2022-10-05,240.80999755859375,246.6699981689453,233.27000427246094,245.00999450683594,86982700,-0.034597517632881325,,,,22.25358047306264,-8.653551896002455,-5.045117078270444
2022-10-06,238.1300048828125,244.5800018310547,235.35000610351562,239.44000244140625,69298400,-0.011129075632041241,,,,21.815048774035233,-9.65820859837504,-5.981226135576683
2022-10-07,223.07000732421875,234.57000732421875,222.02000427246094,233.94000244140625,83916800,-0.06324275500689214,278.14250030517576,,,15.611015221686799,-11.29767308775726,-7.056917401945946
2022-10-10,222.9600067138672,226.99000549316406,218.36000061035156,223.92999267578125,67925000,-0.0004931214719139376,274.0694999694824,,0.0344600949336243,15.639782672667494,-12.436238124292686,-8.14279701810234
2022-10-11,216.5,225.75,215.0,220.9499969482422,77013200,-0.02897383620084637,270.2879997253418,,0.03410862907693766,15.826183947668326,-13.602858187015755,-9.242926776727113
2022-10-12,217.24000549316406,219.3000030517578,211.50999450683594,215.3300018310547,66860700,0.003418039229395209,266.0195007324219,,0.03232097803365796,18.110322354929366,-14.296088742245416,-10.259560315013983
2022-10-13,221.72000122070312,222.99000549316406,206.22000122070312,208.3000030517578,91483000,0.020622332969329804,261.91800079345705,,0.03307245691519666,23.998461836311677,-14.35777989446487,-11.083093255258712
2022-10-14,204.99000549316406,226.25999450683594,204.16000366210938,224.00999450683594,94124500,-0.07545550981161053,257.00000076293946,,0.03551328963955334,20.194726944647115,-15.399758992454622,-11.949700351742896
2022-10-17,219.35000610351562,221.86000061035156,209.4499969482422,210.0399932861328,79428800,0.07005219876844393,252.5140007019043,,0.039938888134872175,24.879516213110435,-15.02210471028684,-12.566044007850746
2022-10-18,220.19000244140625,229.82000732421875,217.25,229.5,75891900,0.003829479437051919,248.0870002746582,,0.04005221633394658,22.409013219385116,-14.492782049614789,-12.952325587754729
2022-10-19,222.0399932861328,222.92999267578125,217.77999877929688,219.8000030517578,66571500,0.008401793106927569,244.1490005493164,,0.04034178892504634,27.970225628855374,-13.778850669006658,-13.11795097008685
2022-10-20,207.27999877929688,215.5500030517578,202.0,208.27999877929688,117798100,-0.0664744863679374,240.08350067138673,,0.04162508929500566,25.139376000707784,-14.125576504539396,-13.319788405280425
2022-10-21,214.44000244140625,214.66000366210938,203.8000030517578,206.4199981689453,75713800,0.03454266549727758,237.03900146484375,,0.042417211373330266,36.14470111674985,-13.71227435975274,-13.398382891436166
2022-10-24,211.25,213.5,198.58999633789062,205.82000732421875,100446800,-0.014875967194030837,233.8010009765625,,0.042292669066789954,30.324571228759538,-13.46390944876427,-13.411501194640014
2022-10-25,222.4199981689453,224.35000610351562,210.0,210.10000610351562,96507900,0.05287573097725584,230.77500076293944,,0.044010215169904075,40.7671438480133,-12.291871432445362,-13.187397689111522
2022-10-26,224.63999938964844,230.60000610351562,218.1999969482422,219.39999389648438,85012500,0.009981122376490958,227.6165008544922,,0.043795199632963154,43.195800007480855,-11.069396913019773,-12.763528875114933
2022-10-27,225.08999633789062,233.80999755859375,222.85000610351562,229.77000427246094,61638800,0.00200319154854367,225.46050109863282,,0.041776122776645545,51.19497709195462,-9.952381771310172,-12.201014225540714
2022-10-28,228.52000427246094,228.86000061035156,216.35000610351562,225.39999389648438,69152400,0.015238384603380561,223.62400131225587,,0.04208373081140673,53.164843915297034,-8.707401050252344,-11.502008039887581
2022-10-31,227.5399932861328,229.85000610351562,221.94000244140625,226.19000244140625,61554300,-0.004288512900427199,222.8810012817383,,0.03768817509731042,56.70227853588993,-7.706991665058638,-10.742758374318457
2022-11-01,227.82000732421875,237.39999389648438,227.27999877929688,234.0500030517578,62688800,0.0012306146011606955,221.8000015258789,,0.03697024646425601,56.45909685491986,-6.814491820469243,-9.956901043321066
2022-11-02,214.97999572753906,227.8699951171875,214.82000732421875,226.0399932861328,63070300,-0.05636033352596026,220.50850143432618,,0.038221444844930015,46.266339671775526,-7.011555879077463,-9.367709640205486
2022-11-03,215.30999755859375,221.1999969482422,210.13999938964844,211.36000061035156,56538800,0.0015350350619269815,219.36750106811525,,0.03821867686094116,56.986181773708495,-7.060121804091608,-8.906115377480623
2022-11-04,207.47000122070312,223.8000030517578,203.0800018310547,222.60000610351562,98622200,-0.03641259777431871,218.58750076293944,,0.03647264289323573,41.179091071414,-7.615996702645873,-8.64805734071697
2022-11-07,197.0800018310547,208.89999389648438,196.66000366210938,208.64999389648438,93916500,-0.05007952633400592,217.29350051879882,,0.03795013447193279,34.97204342472264,-8.7600265954174,-8.670453573232999
2022-11-08,191.3000030517578,195.1999969482422,186.75,194.02000427246094,128803400,-0.02932818513088775,216.03350067138672,,0.03796177111712028,30.98244503761076,-9.99950021444269,-8.936285515955605
2022-11-09,177.58999633789062,195.88999938964844,177.1199951171875,190.77999877929688,127062700,-0.07166757185130745,214.05100021362304,,0.040653198792968866,31.39025710574792,-11.912089722855654,-9.53148686464036
2022-11-10,190.72000122070312,191.0,180.02999877929688,189.89999389648438,132703000,0.07393437216942544,212.50100021362306,,0.04429813581749217,36.16749064790196,-12.25852686527125,-10.076924561219402
2022-11-11,195.97000122070312,196.52000427246094,182.58999633789062,186.0,114403600,0.027527264924482875,212.05,,0.04178293905110659,41.29841100133749,-11.98276848818577,-10.458109949577947
2022-11-14,190.9499969482422,195.72999572753906,186.33999633789062,192.77000427246094,92226600,-0.02561618738169713,210.62999954223633,,0.038519060836867396,30.728732364570632,-12.019370474995384,-10.770372935438438
2022-11-15,194.4199981689453,200.82000732421875,192.05999755859375,195.8800048828125,91293800,0.018172303095892017,209.34149932861328,,0.038847733189558434,31.77323208915692,-11.640580818112568,-10.944419363679575
2022-11-16,186.9199981689453,192.57000732421875,185.66000366210938,191.50999450683594,66567600,-0.03857627852399581,207.58549957275392,,0.039380604072459774,28.782671726576254,-11.795275776781637,-11.114594441331034
2022-11-17,183.1699981689453,186.16000366210938,180.89999389648438,183.9600067138672,64336000,-0.020062058831236462,206.37999954223633,,0.03704103713466548,24.880923363294215,-12.0743044772463,-11.306539872935017
2022-11-18,180.19000244140625,185.19000244140625,176.5500030517578,185.0500030517578,76048900,-0.016269016527425406,204.66749954223633,236.45820037841796,0.035873347717819415,24.34162079136975,-12.387823758717332,-11.522799736655394
2022-11-21,167.8699951171875,176.77000427246094,167.5399932861328,175.85000610351562,92882700,-0.06837231343190053,202.4984992980957,233.72720001220702,0.03831993759255871,21.26354325048544,-13.4565862981421,-11.909561464991011
2022-11-22,169.91000366210938,170.9199981689453,166.19000244140625,168.6300048828125,78452300,0.012152311933396831,199.8729995727539,231.28279998779297,0.035758835897850574,25.900983849773013,-13.979961056904727,-12.323645165773796
2022-11-23,183.1999969482422,183.6199951171875,172.5,173.57000732421875,109536700,0.07821783885404354,197.8009994506836,228.89460021972656,0.04092521050447951,34.920636967997254,-13.186678034350706,-12.496253000822344
2022-11-25,182.86000061035156,185.1999969482422,180.6300048828125,185.05999755859375,50672700,-0.0018558752377418886,195.68949966430665,226.4768002319336,0.04087793019479917,37.56694123848557,-12.441400161283525,-12.485282368780195
2022-11-28,182.9199981689453,188.5,179.0,179.9600067138672,92905200,0.0003281065208000644,193.40949935913085,224.0682000732422,0.04053671107369972,42.01263463331401,-11.710801802692316,-12.330385531140276
2022-11-29,180.8300018310547,186.3800048828125,178.75,184.99000549316406,83357100,-0.011425739989130657,191.07399978637696,221.5033999633789,0.04051250989887327,43.83755166792282,-11.169421810979259,-12.098191918368629
2022-11-30,194.6999969482422,194.75999450683594,180.6300048828125,182.42999267578125,109186400,0.07670184691003823,189.41799926757812,219.2227996826172,0.04494901316029607,60.051698089325676,-9.524161429392507,-11.583384279674167
2022-12-01,194.6999969482422,198.9199981689453,191.8000030517578,197.0800018310547,80046200,0.0,188.40399932861328,217.10079986572265,0.04342401733784783,52.76465404541302,-8.126618279158492,-10.892029424105042
2022-12-02,194.86000061035156,196.25,191.11000061035156,191.77999877929688,73645900,0.0008217959148295595,187.38149948120116,215.22619995117188,0.043419477699482824,49.17027909965616,-6.92643887843542,-10.09890979565575
2022-12-05,182.4499969482422,191.27000427246094,180.5500030517578,189.44000244140625,93122700,-0.06368676805520912,186.13049926757813,213.3686001586914,0.04489143295840616,44.278405937205605,-6.888088812081548,-9.456744614825633
2022-12-06,179.82000732421875,183.64999389648438,175.3300018310547,181.22000122070312,92150800,-0.01441485156488942,185.26749954223632,211.44480010986328,0.04371850640599507,40.05991735236694,-6.987459309910776,-8.962886948374925
2022-12-07,174.0399932861328,179.3800048828125,172.22000122070312,175.02999877929688,84213300,-0.032143331123685615,184.40449905395508,209.2667999267578,0.04380989720145931,41.02063255466421,-7.443031164924804,-8.658915493550564
2022-12-08,173.44000244140625,175.1999969482422,169.05999755859375,172.1999969482422,97624500,-0.003447430865732959,184.19699935913087,206.97940002441408,0.04080108987645287,42.905062816505314,-7.762517923226909,-8.479635838816254
2022-12-09,179.0500030517578,182.5,173.36000061035156,173.83999633789062,104872300,0.0323454827685834,183.6134994506836,205.19620025634765,0.03775961185809185,49.19943859655139,-7.479744493396595,-8.279657444203849
2022-12-12,167.82000732421875,177.3699951171875,167.52000427246094,176.10000610351562,109794500,-0.0627198857086465,182.20599975585938,203.24760040283203,0.03934405041673027,49.96435044685997,-8.063137045238875,-8.236353342664914
2022-12-13,160.9499969482422,175.0500030517578,156.91000366210938,174.8699951171875,175862700,-0.04093677795344208,180.70599975585938,201.61860046386718,0.03987135096749997,44.02187867204124,-8.973066920287238,-8.383696117382057
2022-12-14,156.8000030517578,161.6199951171875,155.30999755859375,159.25,140682300,-0.025784367661833008,178.825,199.76580047607422,0.039577160492843426,29.939210642752258,-9.912858219100741,-8.689528636016577
2022-12-15,157.6699981689453,160.92999267578125,153.27999877929688,153.44000244140625,122334500,0.005548438139381551,177.3625,198.10300048828125,0.03912505659358075,31.011602939221106,-10.466997875823836,-9.045022575379106
2022-12-16,150.22999572753906,160.99000549316406,150.0399932861328,159.63999938964844,139032200,-0.047187179094365206,175.7154998779297,196.34500030517577,0.04003389331746108,27.825256931871394,-11.37253521292783,-9.510525198637186
2022-12-19,149.8699951171875,155.25,145.82000732421875,154.0,139390600,-0.00239632976495896,174.19949951171876,194.88100006103517,0.04002343962592986,28.494020178149242,-11.980866709911965,-10.00459358219132
2022-12-20,137.8000030517578,148.47000122070312,137.66000366210938,146.0500030517578,159563300,-0.08053641461716088,172.69599990844728,193.17779998779298,0.04106151618545915,9.46138512770159,-13.279892236004628,-10.659653399186295
2022-12-21,137.57000732421875,141.25999450683594,135.88999938964844,139.33999633789062,145417400,-0.0016690545895901021,171.07900009155273,191.59920013427734,0.04080189996454748,9.430479311562166,-14.164451189491274,-11.360613031066954
2022-12-22,125.3499984741211,136.6300048828125,122.26000213623047,136.0,210090300,-0.08882756559936855,168.18650016784667,189.76139999389648,0.03890846564035158,7.857398121856988,-15.667470360828702,-12.221984569589711
2022-12-23,123.1500015258789,128.6199951171875,121.0199966430664,126.37000274658203,166989700,-0.017550833466474902,165.20100021362305,187.79,0.03872218149482236,8.967612654745764,-16.841313723079196,-13.145850462556046
2022-12-27,109.0999984741211,119.66999816894531,108.76000213623047,117.5,208643400,-0.1140885333144338,161.51000022888184,185.87219985961914,0.04385201101730238,7.743780716905988,-18.686498291163304,-14.253980088027726
2022-12-28,112.70999908447266,116.2699966430664,108.23999786376953,110.3499984741211,221070500,0.03308891531476843,158.10400009155273,183.7393997192383,0.045647198923625586,12.378846721030598,-19.63185474814503,-15.3295550664471
2022-12-29,121.81999969482422,123.56999969482422,117.5,120.38999938964844,221923300,0.0808269069678893,154.46000022888182,181.77199966430663,0.0461251017648959,21.328591051131767,-19.423758474281158,-16.148395776271066
