Price,Close,High,Low,Open,Volume,Returns,SMA_20,SMA_50,Volatility,RSI,MACD,MACD_Signal
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,,,,,,,
Date,,,,,,,,,,,,
2022-09-12,110.10063171386719,110.85542798702407,109.17700172532125,110.22973851202329,22966800,,,,,,0.0,0.0
2022-09-13,103.60542297363281,107.55816389040682,103.3769951060123,107.06158881718635,38172900,-0.058993383045379044,,,,,-0.14572583712063647,-0.0809587984003536
2022-09-14,104.28076171875,104.55884253765855,102.94994420622076,103.85370686767357,26395100,0.0065183725497559575,,,,,-0.1647414270761658,-0.11529594130027662
2022-09-15,102.20508575439453,104.54891314157877,101.64891651695895,103.31740907499702,34188300,-0.019904687404889376,,,,,-0.24429418614978715,-0.15899453372897257
2022-09-16,102.09584045410156,102.42357425141003,100.24858053268528,101.370837496437,42797200,-0.001068883211501781,,,,,-0.28672607988107757,-0.19699178091843741
2022-09-19,102.36398315429688,102.62220430858018,100.85439829715003,101.05302529143925,23036800,0.0026263822208885124,,,,,-0.295377966519041,-0.22365990738230127
2022-09-20,100.44720458984375,101.66878259642567,99.8314487750522,101.38076814646514,26517100,-0.018725126801327097,,,,,-0.38267202204170303,-0.2639016315453882
2022-09-21,98.5999526977539,102.17529197681066,98.59001907394925,100.97358111903203,31487300,-0.018390276759146618,,,,,-0.5229074549031907,-0.32614560150385596
2022-09-22,99.45405578613281,100.54651943978457,98.1133045940541,98.14309788632383,34298600,0.00866230728322015,,,,,-0.5696864320185995,-0.38240474156505216
2022-09-23,98.06364440917969,98.97734831250827,96.802347043361,98.94754744299671,31625400,-0.013980439168243541,,,,,-0.6662010703375643,-0.4459915935643713
2022-09-26,97.49755096435547,99.19583685614552,97.13009024858292,97.42803075511732,27072700,-0.005772714732711126,,,,,-0.7567601085378755,-0.5139859689291452
2022-09-27,96.83213806152344,99.3150133964343,96.20645620489421,98.74891812315998,30072800,-0.006824919151818487,,,,,-0.8494096560952329,-0.5860209098061382
2022-09-28,99.36466979980469,100.01021129831565,96.44480610275087,96.98110806203425,32466300,0.026153834759614414,,,,,-0.7637952193880579,-0.6236441301337516
2022-09-29,96.75269317626953,97.96433766405387,95.30269475589749,97.96433766405387,31047200,-0.02628677404954538,,,,19.675039129462633,-0.8411717311404487,-0.6691510665651212
2022-09-30,94.99481201171875,98.22254995330734,94.90542455938035,96.38522371736838,32941500,-0.018168808607199938,,,,18.21975407246849,-0.9931081971716225,-0.7363052712099756
