Price,Close,High,Low,Open,Volume,Returns,SMA_20,SMA_50,Volatility,RSI,MACD,MACD_Signal
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT,,,,,,,
Date,,,,,,,,,,,,
2022-09-12,260.1777038574219,260.9583036393322,258.7238795678171,259.32882578827446,18747700,,,,,,0.0,0.0
2022-09-13,245.87356567382812,254.07942221942037,245.48326576047728,252.55728977840053,33353300,-0.05497833969444388,,,,,-0.32092617719601435,-0.17829232066445241
2022-09-14,246.09799194335938,248.0591988641248,243.79527444125134,247.37619258985976,23913000,0.0009127710370824271,,,,,-0.40196420418030243,-0.269961125384063
2022-09-15,239.4240264892578,245.29789551034108,238.09703645062885,243.7074697578199,31530900,-0.027119138199378723,,,,,-0.6699317461192322,-0.4054525280721285
2022-09-16,238.799560546875,239.34596558037185,236.18460303002797,238.33120061380296,39791800,-0.0026082008206925744,,,,,-0.8262864876714957,-0.530641116720203
2022-09-19,238.5848846435547,239.18983090941896,235.00396662261346,236.58464035647546,26826900,-0.0008989794739516777,,,,,-0.9139251199115392,-0.6345323917633919
2022-09-20,236.56512451171875,237.59939325821156,233.82333267549006,236.19435819350156,26660300,-0.008465582951130646,,,,,-1.0458851240039735,-0.7386347944011705
2022-09-21,233.1501007080078,241.6486944240204,233.101311351649,238.3409785454225,28625600,-0.014435871774251208,,,,,-1.2799697932296965,-0.8687277744265746
2022-09-22,235.13082885742188,237.94092906165116,231.8036091135331,232.09631547778918,31061200,0.008495506300015165,,,,,-1.3243226051183967,-0.9739724405339957
2022-09-23,232.1450958251953,235.27718779697258,229.4911157105166,233.72576968451835,34176000,-0.012698177634703267,,,,,-1.4903110591654922,-1.089662264523128
2022-09-26,231.68649291992188,235.58940293714832,231.14983981486918,231.29620787356728,27694200,-0.0019755011564782654,,,,,-1.6137888934497937,-1.204338176106229
2022-09-27,230.67176818847656,235.93093941848105,228.80812487744757,234.1551080192584,27018700,-0.004379731932823705,,,,,-1.7381011798979387,-1.3189680841646407
2022-09-28,235.2186279296875,236.4480391799153,229.03250446546224,231.06201938613802,29029700,0.019711383742009536,,,,,-1.5503941278697084,-1.3679458754570963
2022-09-29,231.7352752685547,234.12580460416743,228.7202809445972,233.0915358630107,27484200,-0.01480900000051899,,,,16.096744892602885,-1.591638297580289,-1.414742497065707
2022-09-30,227.24693298339844,234.701490625269,227.0810610919514,232.50610370980218,35694800,-0.01936840336437673,,,,14.540849271035185,-1.8687802773792157,-1.5088615737428754
2022-10-03,234.89663696289062,235.74551509921386,228.96421214667737,229.696007750658,28880400,0.03366251803297615,,,,36.20308195559266,-1.5916333457468568,-1.5258953873731596
2022-10-04,242.83905029296875,244.28312273696628,239.03370433981988,239.1410349538722,34888400,0.033812375659226124,,,,46.56941608531341,-0.8690054484570453,-1.3914908791235883
2022-10-05,243.15130615234375,244.4978149559621,238.1751045052875,240.01922900708513,20347100,0.0012858552156183034,,,,54.530364464075674,-0.2852335128976051,-1.1661805762949444
2022-10-06,240.79977416992188,244.26360964308347,240.1070160083413,241.912102882792,20239900,-0.009671064571409538,,,,52.333225114235226,0.01602213337216085,-0.9262827422137634
2022-10-07,228.55441284179688,235.46256526438881,227.51037728003038,235.05274661637694,37769600,-0.05085287712721853,237.63745803833007,,,40.863846847265044,-0.5501852015249256,-0.8501858971853355
2022-10-10,223.68551635742188,228.86662669875534,221.2266790317585,227.39328361932908,29743600,-0.021303007996372414,235.81284866333007,,0.022520548050347148,38.847574703774555,-1.3031808913687826,-0.9416283033540643
2022-10-11,219.938720703125,223.50011982084274,218.6702720829725,222.09506995780728,30474000,-0.016750282786794135,234.51610641479493,,0.01970590495524466,38.625646770920724,-2.1219514199888465,-1.179447724278441
2022-10-12,220.27047729492188,222.32926286096713,218.52393166705397,219.92896672359288,21903900,0.001508404662609042,233.22473068237304,,0.0197163516324838,36.83207696359827,-2.7092517485206713,-1.4872253274234746
2022-10-13,228.55441284179688,230.36926657051526,213.81116985788702,214.51369484245026,42551800,0.0376080156024885,232.68125,,0.021209560639538598,47.09136480734227,-2.5639221132220484,-1.703586420959501
2022-10-14,223.01223754882812,231.4815585678479,222.79757634382045,229.82281018580363,30198600,-0.024248822081615162,231.89188385009766,,0.02178081363803751,43.5080816090862,-2.8059734992073118,-1.9248999354274066
2022-10-17,231.76451110839844,233.15980892989492,229.43252338921388,230.09602571445893,28142300,0.03924570981291553,231.55086517333984,,0.023762560653874953,50.73293536036994,-2.3469602854127913,-2.009567898641543
2022-10-18,232.71099853515625,238.00919148115057,229.65696682991847,237.33595204197528,26329600,0.004083832430734624,231.35815887451173,,0.02372575343309466,48.232701791817135,-1.8948105941162794,-1.9865608100095271
2022-10-19,230.74000549316406,233.79403694149804,228.60316015956414,231.28641044106905,19985700,-0.008469702998134987,231.23765411376954,,0.023579080671769524,49.283286846128085,-1.661106206282568,-1.9213437411065732
2022-10-20,230.4180450439453,235.45280255812088,229.16911502485962,230.04727871505503,21811000,-0.0013953386562968184,231.00201492309571,,0.02348942942958517,52.42935509904829,-1.4826538692549605,-1.8334697883806388
2022-10-21,236.24314880371094,237.10179380895985,228.80810966337896,229.04228963437978,26299700,0.02528058841335401,231.2069175720215,,0.024002237114937625,51.06121584104407,-0.9030572161197199,-1.6471566294091184
2022-10-24,241.2486114501953,241.8242870711329,235.4430361139109,237.84331729780146,24911200,0.021187757917345174,231.68502349853514,,0.024399109692687947,48.68569612799177,-0.0738264596548106,-1.3321786563828153
2022-10-25,244.5758514404297,244.94661775526365,239.8630859691524,241.25836910616306,34775500,0.013791747733732596,232.3802276611328,,0.024475223441553697,51.12133648982847,0.8198616166519059,-0.9014293269971563
2022-10-26,225.70530700683594,232.51588122743283,224.475880748936,225.55893893934157,82543200,-0.0771562045985148,231.90456161499023,,0.030000019225854668,40.57055325249478,0.11152314536357721,-0.6987103441048391
2022-10-27,221.24620056152344,228.0177514856638,220.2997437384998,225.4320647952228,40424600,-0.01975632077263223,231.38010787963867,,0.03013451982007415,44.94260483553337,-0.7756101409139831,-0.7140981059889033
2022-10-28,230.1448516845703,230.85714351335133,220.56321491759144,220.7486055336188,40647700,0.04022058277367968,231.52500381469727,,0.03123948587553553,54.23382592065329,-0.7944371834137769,-0.7301724419992194
2022-10-31,226.49560546875,229.21787835594273,225.53938189986465,228.08603100200816,28357300,-0.015856301755652003,231.10495223999024,,0.030476230421297233,54.303268510047154,-1.0744413218903617,-0.799048569558745
2022-11-01,222.6317596435547,230.01802455406033,221.81215205141078,228.9056957108875,30592300,-0.017059252947529746,230.09458770751954,,0.02949218490895189,51.48104017066287,-1.572989342307153,-0.9538769198462672
2022-11-02,214.75762939453125,225.68577445191593,214.69907323807044,223.8904394193755,38407000,-0.03536840503632699,228.6749038696289,,0.030280319303799517,41.30168516345813,-2.5421887645255765,-1.2716052783804443
2022-11-03,209.04959106445312,215.06007529558264,208.7861405032227,214.74783538769205,36633900,-0.026578978107417495,227.08739471435547,,0.03062962166994886,41.21548713718823,-3.706020207026768,-1.758569174865227
